country	correct_ratio_per_question_range	gender_bins	international_rank	question	correct_ratio_per_question	correct_ratio_per_question_female	correct_ratio_per_question_male	content_domain	cognitive_domain	topic_area	question_type	question_rank	diff_male_female	label	gender_bins_order	correct_ratio_per_question_range_order
sgp	41-50	(-0.21,-0.19]	1	M042302C	0.47206385404789053	0.5710955710955711	0.37723214285714285	Number	Reasoning	Whole Numbers	Free Response	203	-0.19386342823842823	Which plan is less expensive	1	1
sgp	41-50	(-0.0925,-0.0729]	1	M062341	0.47880870561282934	0.5204545454545455	0.43648960739030024	Algebra	Knowing	Relationships and Functions	Multiple Choice	202	-0.08396493806424526	Slope of line y=3x-1	2	2
sgp	41-50	(-0.0925,-0.0729]	1	M042197	0.411697247706422	0.45185185185185184	0.37687366167023556	Algebra	Reasoning	Relationships and Functions	Free Response	206	-0.07497819018161628	Rule to get terms in the pattern	1	3
sgp	41-50	(-0.0729,-0.0533]	1	M052121B	0.49770114942528737	0.5289855072463768	0.4692982456140351	Algebra	Reasoning	Relationships and Functions	Free Response	199	-0.059687261632341726	Area of the nth square	5	4
sgp	41-50	(-0.0533,-0.0338]	1	M052046	0.41857798165137616	0.4367816091954023	0.40045766590389015	Geometry	Reasoning	Location and Movement	Multiple Choice	205	-0.03632394329151217	Rotation and reflection	1	5
sgp	41-50	(-0.0338,-0.0142]	1	M052048	0.4885057471264368	0.49671772428884026	0.4794188861985472	Geometry	Applying	Geometric Shapes	Free Response	200	-0.017298838090293034	Lines of symmetry for pentagon	1	6
sgp	41-50	(0.0249,0.0445]	1	M052041	0.4674285714285714	0.44878048780487806	0.4838709677419355	Geometry	Reasoning	Geometric Shapes	Free Response	204	0.03509047993705744	Height of the building	2	7
sgp	41-50	(0.0249,0.0445]	1	M062301	0.4862700228832952	0.46710526315789475	0.507177033492823	Geometry	Reasoning	Geometric Shapes	Free Response	201	0.0400717703349282	Sculpture from solid cube - number of faces	3	8
sgp	41-50	(0.123,0.142]	1	M062115	0.4016110471806674	0.3333333333333333	0.4603854389721627	Data and Chance	Applying	Chance	Multiple Choice	207	0.1270521056388294	Marble maze with intersections	1	9
sgp	51-60	(-0.132,-0.112]	1	M042093	0.5575826681870011	0.6223776223776224	0.4955357142857143	Algebra	Applying	Expressions and Operations	Free Response	189	-0.1268419080919081	Temperature at mountain top	1	1
sgp	51-60	(-0.132,-0.112]	1	M062074	0.5743473325766175	0.6394230769230769	0.5161290322580645	Algebra	Applying	Relationships and Functions	Multiple Choice	185	-0.12329404466501237	Function for Janet's graph given slope/intercept	2	2
sgp	51-60	(-0.0925,-0.0729]	1	M062056	0.5845799769850403	0.6318407960199005	0.5438972162740899	Algebra	Knowing	Expressions and Operations	Free Response	183	-0.08794357974581057	Write the expression with x and y in simplest form	4	3
sgp	51-60	(-0.0925,-0.0729]	1	M042080B	0.551605504587156	0.5950617283950618	0.5139186295503212	Algebra	Knowing	Expressions and Operations	Free Response	191	-0.08114309884474058	What is a-b	3	4
sgp	51-60	(-0.0729,-0.0533]	1	M062237	0.5698070374574348	0.6081730769230769	0.535483870967742	Algebra	Applying	Equations and Inequalities	Free Response	187	-0.0726892059553349	Solve system of equations for x and y	8	5
sgp	51-60	(-0.0729,-0.0533]	1	M062261	0.5200918484500574	0.5531400966183575	0.49015317286652077	Geometry	Reasoning	Geometric Shapes	Multiple Choice	197	-0.06298692375183673	Find side x with 2 similar triangles	7	6
sgp	51-60	(-0.0729,-0.0533]	1	M062106	0.5947786606129398	0.6274038461538461	0.5655913978494623	Data and Chance	Knowing	Chance	Multiple Choice	180	-0.061812448304383816	Best estimate that the next gumball will be blue	10	7
sgp	51-60	(-0.0729,-0.0533]	1	M052094	0.5160919540229885	0.5458937198067633	0.48903508771929827	Number	Reasoning	Fractions, Decimals, and Integers	Free Response	198	-0.056858632087465	Who spent more for shoes	6	8
sgp	51-60	(-0.0729,-0.0533]	1	M062244	0.5935706084959816	0.6231884057971014	0.5667396061269147	Geometry	Applying	Location and Movement	Free Response	181	-0.05644879967018679	Find coordinates of midpoint of line AB	9	9
sgp	51-60	(-0.0533,-0.0338]	1	M042264	0.5229357798165137	0.5481481481481482	0.5010706638115632	Geometry	Reasoning	Geometric Shapes	Free Response	196	-0.047077484336584985	Conditions for similar triangles	2	10
sgp	51-60	(-0.0533,-0.0338]	1	M062245	0.5638665132336018	0.5870646766169154	0.5438972162740899	Geometry	Applying	Location and Movement	Multiple Choice	188	-0.04316746034282548	Coordinates of 4th vertex for Pia's rectangle	4	11
sgp	51-60	(-0.0533,-0.0338]	1	M042074C	0.555045871559633	0.5734939759036145	0.5382932166301969	Algebra	Reasoning	Relationships and Functions	Free Response	190	-0.03520075927341759	Rule for finding number of circles	3	12
sgp	51-60	(-0.0338,-0.0142]	1	M062286	0.5437003405221339	0.5600961538461539	0.5290322580645161	Geometry	Applying	Geometric Measurement	Free Response	193	-0.031063895781637707	Show Kerry how to find area of an irregular shape	2	13
sgp	51-60	(-0.0338,-0.0142]	1	M062246	0.5856980703745743	0.6009615384615384	0.5720430107526882	Geometry	Reasoning	Geometric Measurement	Multiple Choice	182	-0.028918527708850283	Rami's tiles - 2 pairs with same perimeter	3	14
sgp	51-60	(-0.0142,0.00538]	1	M052044	0.5505747126436782	0.5531400966183575	0.5482456140350878	Geometry	Reasoning	Location and Movement	Multiple Choice	192	-0.004894482583269744	Point equidistant from P and Q	3	15
sgp	51-60	(-0.0142,0.00538]	1	M052146B	0.5298165137614679	0.5310344827586206	0.528604118993135	Algebra	Reasoning	Relationships and Functions	Free Response	195	-0.002430363765485666	Rule for number of matches	2	16
sgp	51-60	(0.00538,0.0249]	1	M052174B	0.532183908045977	0.5294117647058824	0.5348314606741573	Number	Applying	Whole Numbers	Free Response	194	0.005419695968274962	How many minutes of soccer played	3	17
sgp	51-60	(0.00538,0.0249]	1	M052170	0.5794285714285714	0.5756097560975609	0.5827956989247312	Data and Chance	Applying	Characteristics of Data Sets	Multiple Choice	184	0.007185942827170222	List with specified mean and range	4	18
sgp	51-60	(0.0641,0.0837]	1	M062212	0.571921749136939	0.527363184079602	0.6102783725910065	Number	Applying	Fractions, Decimals, and Integers	Multiple Choice	186	0.08291518851140445	Four containers partially filled with water	1	19
sgp	61-70	(-0.132,-0.112]	1	M062314	0.6538024971623155	0.71875	0.5956989247311828	Algebra	Knowing	Relationships and Functions	Free Response	160	-0.1230510752688172	Complete table of values for given equation	4	1
sgp	61-70	(-0.132,-0.112]	1	M062346	0.6133486766398158	0.6741293532338308	0.5610278372591007	Number	Applying	Ratio, Proportion and Percent	Free Response	173	-0.11310151597473017	Explain which brand has cheaper price per battery	3	2
sgp	61-70	(-0.112,-0.0925]	1	M052068	0.6264367816091954	0.6783369803063457	0.5690072639225182	Algebra	Knowing	Expressions and Operations	Multiple Choice	167	-0.10932971638382749	Identify an equivalent expression	1	3
sgp	61-70	(-0.112,-0.0925]	1	M042229A	0.6869266055045872	0.7382716049382716	0.6423982869379015	Algebra	Applying	Equations and Inequalities	Free Response	151	-0.09587331800037013	Write an equation to find x	2	4
sgp	61-70	(-0.0925,-0.0729]	1	M042167	0.6168757126567845	0.662004662004662	0.5736607142857143	Data and Chance	Reasoning	Characteristics of Data Sets	Free Response	170	-0.08834394771894771	Overall average of 9 for Ahmed	5	5
sgp	61-70	(-0.0925,-0.0729]	1	M062344	0.6395881006864989	0.6776315789473685	0.5980861244019139	Data and Chance	Applying	Characteristics of Data Sets	Free Response	163	-0.07954545454545459	Total bowls to raise average to 15	7	6
sgp	61-70	(-0.0925,-0.0729]	1	M052087	0.6298850574712643	0.6673960612691466	0.5883777239709443	Algebra	Applying	Equations and Inequalities	Free Response	166	-0.07901833729820229	Solve for simultaneous equations	6	7
sgp	61-70	(-0.0729,-0.0533]	1	M062105	0.639080459770115	0.6751152073732719	0.6032110091743119	Algebra	Reasoning	Equations and Inequalities	Free Response	164	-0.07190419819895999	Area of rectangle with sides x and 2x + 1	14	8
sgp	61-70	(-0.0729,-0.0533]	1	M052501	0.624	0.6609756097560976	0.5913978494623656	Data and Chance	Reasoning	Data Interpretation	Free Response	169	-0.06957776029373197	Sports survey bar graph mistake	12	9
sgp	61-70	(-0.0729,-0.0533]	1	M062002	0.6862068965517242	0.716589861751152	0.6559633027522935	Number	Reasoning	Whole Numbers	Free Response	152	-0.06062655899885849	Fill in boxes to make the smallest product	15	10
sgp	61-70	(-0.0729,-0.0533]	1	M062040	0.6241379310344828	0.6543778801843319	0.5940366972477065	Geometry	Applying	Geometric Measurement	Multiple Choice	168	-0.06034118293662538	Estimate area of irregular shape on 1 cm grid	13	11
sgp	61-70	(-0.0729,-0.0533]	1	M062170	0.693012600229095	0.7227272727272728	0.6628175519630485	Geometry	Reasoning	Geometric Shapes	Free Response	148	-0.059909720764224295	Fill in table for number of faces coated with paint	16	12
sgp	61-70	(-0.0729,-0.0533]	1	M062250B	0.6082474226804123	0.6363636363636364	0.5796766743648961	Geometry	Applying	Geometric Measurement	Free Response	176	-0.05668696199874024	Julia's hexagon box - blue paper for sides	11	13
sgp	61-70	(-0.0533,-0.0338]	1	M052110	0.6977011494252874	0.7247058823529412	0.6719101123595506	Algebra	Knowing	Expressions and Operations	Free Response	145	-0.05279576999339064	Convert Celsius into Fahrenheit	14	14
sgp	61-70	(-0.0533,-0.0338]	1	M062139	0.6624569460390356	0.6884057971014492	0.6389496717724289	Number	Applying	Whole Numbers	Free Response	157	-0.04945612532902033	Number of biscuits Marina keeps for herself	10	15
sgp	61-70	(-0.0533,-0.0338]	1	M062351	0.6119402985074627	0.6376811594202898	0.5886214442013129	Algebra	Knowing	Relationships and Functions	Multiple Choice	175	-0.049059715218976896	Identify line with positive slope	6	16
sgp	61-70	(-0.0533,-0.0338]	1	M052421	0.667816091954023	0.6892778993435449	0.6440677966101694	Data and Chance	Reasoning	Characteristics of Data Sets	Free Response	155	-0.045210102733375446	Explain why Pat is correct	12	17
sgp	61-70	(-0.0533,-0.0338]	1	M052126	0.6994285714285714	0.7219512195121951	0.6795698924731183	Algebra	Applying	Expressions and Operations	Free Response	144	-0.04238132703907682	Expression for the shaded area	15	18
sgp	61-70	(-0.0533,-0.0338]	1	M062241	0.667816091954023	0.6866359447004609	0.6490825688073395	Algebra	Applying	Relationships and Functions	Free Response	154	-0.037553375893121355	Roy's phone business - equation for y	11	19
sgp	61-70	(-0.0533,-0.0338]	1	M062132B	0.6498277841561424	0.6690821256038647	0.6323851203501094	Data and Chance	Applying	Chance	Multiple Choice	162	-0.0366970052537553	Mobile phone factory - expected vs. actual faulty	8	20
sgp	61-70	(-0.0533,-0.0338]	1	M042132	0.6605504587155964	0.6795180722891566	0.6433260393873085	Geometry	Reasoning	Geometric Shapes	Multiple Choice	158	-0.03619203290184814	What is the perimeter of the figure	9	21
sgp	61-70	(-0.0533,-0.0338]	1	M062151	0.6375143843498274	0.6567164179104478	0.6209850107066381	Number	Reasoning	Ratio, Proportion and Percent	Free Response	165	-0.03573140720380963	Number of cups of water to fill 3 pitchers	7	22
sgp	61-70	(-0.0533,-0.0338]	1	M042074B	0.6077981651376146	0.6265060240963856	0.5908096280087527	Algebra	Reasoning	Relationships and Functions	Free Response	178	-0.035696396087632865	Procedure for finding the number	5	23
sgp	61-70	(-0.0533,-0.0338]	1	M062078	0.6823935558112774	0.7014925373134329	0.6659528907922913	Algebra	Reasoning	Equations and Inequalities	Free Response	153	-0.03553964652114161	Given perimeter of triangle ABC find length of AB	13	24
sgp	61-70	(-0.0338,-0.0142]	1	M042257	0.6146788990825688	0.6289156626506024	0.6017505470459519	Geometry	Reasoning	Geometric Shapes	Multiple Choice	171	-0.027165115604650514	Which 2 shapes fit together	4	25
sgp	61-70	(-0.0338,-0.0142]	1	M062317	0.6547756041426928	0.6691542288557214	0.6423982869379015	Algebra	Knowing	Relationships and Functions	Free Response	159	-0.026755941917819936	Points on a parabola graph - fill in table	5	26
sgp	61-70	(-0.0142,0.00538]	1	M052006	0.6537142857142857	0.6609756097560976	0.6473118279569893	Number	Reasoning	Whole Numbers	Multiple Choice	161	-0.013663781799108321	Which statement about x is true	6	27
sgp	61-70	(-0.0142,0.00538]	1	M042112	0.6077981651376146	0.6144578313253012	0.6017505470459519	Algebra	Applying	Relationships and Functions	Multiple Choice	177	-0.012707284279349307	Relationship between x and y	4	28
sgp	61-70	(-0.0142,0.00538]	1	M042074A	0.6938073394495413	0.6987951807228916	0.6892778993435449	Algebra	Reasoning	Relationships and Functions	Free Response	147	-0.00951728137934671	Circles for patterns 4 & 30	8	29
sgp	61-70	(-0.0142,0.00538]	1	M062027	0.6142365097588978	0.6183574879227053	0.6105032822757112	Algebra	Reasoning	Relationships and Functions	Free Response	172	-0.007854205646994128	y-value in table of points on straight line	5	30
sgp	61-70	(-0.0142,0.00538]	1	M052036	0.6666666666666666	0.6658823529411765	0.6674157303370787	Geometry	Applying	Geometric Measurement	Free Response	156	0.0015333773959022023	Draw an angle ABC of 135 degrees	7	31
sgp	61-70	(-0.0142,0.00538]	1	M052422B	0.7	0.6980676328502415	0.7017543859649122	Data and Chance	Applying	Chance	Multiple Choice	143	0.0036867531146707044	Red color on the spinners	9	32
sgp	61-70	(0.00538,0.0249]	1	M052058B	0.6123853211009175	0.6045977011494252	0.620137299771167	Number	Applying	Ratio, Proportion and Percent	Free Response	174	0.015539598621741813	Percentage of laps finished	5	33
sgp	61-70	(0.0249,0.0445]	1	M062152	0.6887871853546911	0.6732456140350878	0.7057416267942583	Number	Applying	Whole Numbers	Free Response	150	0.03249601275917058	Least number of crates for Harry's apples	4	34
sgp	61-70	(0.0445,0.0641]	1	M042066	0.6043577981651376	0.5802469135802469	0.6252676659528907	Algebra	Reasoning	Relationships and Functions	Free Response	179	0.0450207523726438	Missing term in the sequence	1	35
sgp	61-70	(0.0445,0.0641]	1	M052142	0.6925714285714286	0.6658536585365854	0.7161290322580646	Number	Applying	Whole Numbers	Multiple Choice	149	0.050275373721479166	Height of a stack of stools	2	36
sgp	61-70	(0.0641,0.0837]	1	M052410	0.696	0.6585365853658537	0.7290322580645161	Data and Chance	Applying	Data Interpretation	Multiple Choice	146	0.07049567269866241	Students that chose History	2	37
sgp	71-80	(-0.132,-0.112]	1	M042240	0.7799315849486887	0.8461538461538461	0.7165178571428571	Algebra	Applying	Expressions and Operations	Multiple Choice	99	-0.12963598901098905	Value of x and y	7	1
sgp	71-80	(-0.132,-0.112]	1	M042050	0.7557339449541285	0.8168674698795181	0.700218818380744	Algebra	Knowing	Expressions and Operations	Free Response	116	-0.11664865149877413	Value of the expression	5	2
sgp	71-80	(-0.132,-0.112]	1	M042109	0.7660550458715596	0.8265060240963855	0.7111597374179431	Algebra	Applying	Equations and Inequalities	Multiple Choice	112	-0.11534628667844238	Formula for distance traveled	6	3
sgp	71-80	(-0.112,-0.0925]	1	M042076	0.7673888255416191	0.8205128205128205	0.7165178571428571	Algebra	Knowing	Expressions and Operations	Multiple Choice	108	-0.10399496336996339	Expression for one-fifth of x	5	4
sgp	71-80	(-0.112,-0.0925]	1	M052130	0.7390804597701149	0.7905882352941176	0.6898876404494382	Algebra	Knowing	Expressions and Operations	Multiple Choice	125	-0.10070059484467941	Equivalent algebraic expression	4	5
sgp	71-80	(-0.112,-0.0925]	1	M042164	0.7263397947548461	0.7738927738927739	0.6808035714285714	Data and Chance	Reasoning	Data Interpretation	Free Response	131	-0.09308920246420249	Agree/disagree with the salesman	3	6
sgp	71-80	(-0.0925,-0.0729]	1	M052125	0.7293577981651376	0.767816091954023	0.6910755148741419	Number	Reasoning	Whole Numbers	Multiple Choice	130	-0.07674057707988113	Multiples of 3	8	7
sgp	71-80	(-0.0729,-0.0533]	1	M052078	0.7793103448275862	0.8117647058823529	0.748314606741573	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	101	-0.06345009914077993	Percentage of money John saves	21	8
sgp	71-80	(-0.0729,-0.0533]	1	M042268	0.7058152793614595	0.7365967365967366	0.6763392857142857	Geometry	Reasoning	Geometric Shapes	Multiple Choice	138	-0.060257450882450936	Area of the triangle ABC	18	9
sgp	71-80	(-0.0729,-0.0533]	1	M052090	0.7344827586206897	0.7657004830917874	0.706140350877193	Algebra	Applying	Equations and Inequalities	Multiple Choice	127	-0.05956013221459444	Set up system of equations	19	10
sgp	71-80	(-0.0729,-0.0533]	1	M062219	0.7057471264367816	0.7350230414746544	0.676605504587156	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	139	-0.0584175368874984	Katy enlarges a photo - new height	17	11
sgp	71-80	(-0.0729,-0.0533]	1	M052131	0.7758620689655172	0.8043478260869565	0.75	Algebra	Applying	Equations and Inequalities	Multiple Choice	104	-0.05434782608695654	Step in solving the equation	20	12
sgp	71-80	(-0.0729,-0.0533]	1	M042158	0.7935779816513762	0.8216867469879519	0.7680525164113785	Data and Chance	Knowing	Data Interpretation	Multiple Choice	92	-0.05363423057657335	Difference in high and low temp	22	13
sgp	71-80	(-0.0533,-0.0338]	1	M042302B	0.7822120866590649	0.8088578088578089	0.7566964285714286	Number	Applying	Whole Numbers	Free Response	98	-0.05216138028638029	Pay after first year	27	14
sgp	71-80	(-0.0533,-0.0338]	1	M062133	0.7436781609195402	0.7695852534562212	0.7178899082568807	Data and Chance	Applying	Chance	Multiple Choice	122	-0.05169534519934049	Black and white marbles in a bag with replacement	22	15
sgp	71-80	(-0.0533,-0.0338]	1	M052204	0.7735632183908046	0.7964989059080962	0.7481840193704601	Number	Knowing	Whole Numbers	Multiple Choice	106	-0.04831488653763616	Which is a prime number	25	16
sgp	71-80	(-0.0533,-0.0338]	1	M062192	0.702176403207331	0.725	0.6789838337182448	Geometry	Applying	Geometric Shapes	Free Response	141	-0.0460161662817552	Distance from base of ladder to base of building	17	17
sgp	71-80	(-0.0533,-0.0338]	1	M062124	0.7786606129398411	0.8028846153846154	0.7569892473118279	Data and Chance	Knowing	Chance	Multiple Choice	102	-0.04589536807278749	Chance Clara picks a blue marble	26	18
sgp	71-80	(-0.0533,-0.0338]	1	M042080A	0.7488532110091743	0.7728395061728395	0.728051391862955	Algebra	Knowing	Expressions and Operations	Free Response	119	-0.0447881143098845	What is a+b	23	19
sgp	71-80	(-0.0533,-0.0338]	1	M062072	0.7353951890034365	0.7568181818181818	0.7136258660508084	Data and Chance	Applying	Data Interpretation	Free Response	126	-0.04319231576737348	Graph for Charles' walk or bike to Olympic park	21	20
sgp	71-80	(-0.0533,-0.0338]	1	M052146A	0.7901376146788991	0.8114942528735632	0.7688787185354691	Algebra	Reasoning	Relationships and Functions	Free Response	95	-0.042615534338094174	Number of matches for figure 10	28	21
sgp	71-80	(-0.0533,-0.0338]	1	M062173	0.7068965517241379	0.728110599078341	0.6857798165137615	Geometry	Reasoning	Geometric Shapes	Free Response	136	-0.04233078256457945	Find angle x on a folded piece of paper	18	22
sgp	71-80	(-0.0533,-0.0338]	1	M042023	0.7660550458715596	0.7876543209876543	0.7473233404710921	Number	Applying	Fractions, Decimals, and Integers	Free Response	111	-0.040330980516562254	Which is larger 7/12 or 2/3	24	23
sgp	71-80	(-0.0533,-0.0338]	1	M042229B	0.731651376146789	0.7530864197530864	0.7130620985010707	Algebra	Knowing	Equations and Inequalities	Free Response	128	-0.040024321252015715	Length of longest side of triangle	20	24
sgp	71-80	(-0.0533,-0.0338]	1	M062030	0.7219679633867276	0.7390350877192983	0.7033492822966507	Algebra	Applying	Relationships and Functions	Free Response	133	-0.03568580542264754	Find cost of taxi ride with table	19	25
sgp	71-80	(-0.0533,-0.0338]	1	M062123B	0.7011494252873564	0.7188940092165899	0.6834862385321101	Data and Chance	Applying	Characteristics of Data Sets	Multiple Choice	142	-0.035407770684479756	Relay race - mean time when 2 runners improve	16	26
sgp	71-80	(-0.0533,-0.0338]	1	M042229Z	0.7912844036697247	0.8098765432098766	0.7751605995717344	Algebra	Applying	Equations and Inequalities	Free Response	94	-0.03471594363814212	Write an equation to find x (DERIVED)	29	27
sgp	71-80	(-0.0338,-0.0142]	1	M052208	0.7068965517241379	0.7221006564551422	0.6900726392251816	Geometry	Reasoning	Geometric Measurement	Multiple Choice	137	-0.032028017229960626	Number of cubes that fit in a box	6	28
sgp	71-80	(-0.0338,-0.0142]	1	M052039	0.7931034482758621	0.8074398249452954	0.7772397094430993	Geometry	Applying	Geometric Shapes	Free Response	93	-0.030200115502196145	Length of line segment AB	9	29
sgp	71-80	(-0.0338,-0.0142]	1	M062250A	0.7743413516609393	0.7886363636363637	0.7598152424942263	Geometry	Applying	Geometric Measurement	Free Response	105	-0.028821121142137418	Julia's hexagon box - decorated strip	8	30
sgp	71-80	(-0.0338,-0.0142]	1	M062214	0.7640320733104238	0.7772727272727272	0.7505773672055427	Number	Applying	Fractions, Decimals, and Integers	Free Response	113	-0.026695360067184537	Ahmed buys ice cream and a book	7	31
sgp	71-80	(-0.0338,-0.0142]	1	M062242	0.7961053837342497	0.8090909090909091	0.7829099307159353	Algebra	Reasoning	Relationships and Functions	Multiple Choice	91	-0.026180978374973796	Relationship a graph of a line in words	10	32
sgp	71-80	(-0.0142,0.00538]	1	M052174A	0.7770114942528735	0.78117647058823525	0.7730337078651686	Number	Applying	Whole Numbers	Free Response	103	-0.008142762723066688	How many kilocalories used	17	33
sgp	71-80	(-0.0142,0.00538]	1	M052016	0.768	0.7707317073170732	0.7655913978494624	Number	Applying	Ratio, Proportion and Percent	Free Response	107	-0.005140309467610793	Milk needed in cake recipe	16	34
sgp	71-80	(-0.0142,0.00538]	1	M042248	0.7454128440366973	0.7481481481481481	0.7430406852248393	Algebra	Knowing	Equations and Inequalities	Free Response	121	-0.00510746292330877	What is the value of n	13	35
sgp	71-80	(-0.0142,0.00538]	1	M062296	0.7299771167048055	0.7302631578947368	0.7296650717703349	Data and Chance	Reasoning	Chance	Free Response	129	-5.980861244019309e-4	Draw a spinner given chance of outcomes	11	36
sgp	71-80	(-0.0142,0.00538]	1	M042243	0.7580275229357798	0.7580246913580246	0.7580299785867237	Algebra	Knowing	Expressions and Operations	Multiple Choice	114	5.28722869908016e-6	Which equation is satisfied	15	37
sgp	71-80	(-0.0142,0.00538]	1	M062325	0.7219069239500567	0.7211538461538461	0.7225806451612903	Data and Chance	Knowing	Characteristics of Data Sets	Multiple Choice	134	0.001426799007444135	Statements about electronic device usage survey	10	38
sgp	71-80	(-0.0142,0.00538]	1	M052217	0.7482758620689656	0.7463768115942029	0.75	Number	Reasoning	Ratio, Proportion and Percent	Free Response	120	0.0036231884057971175	Who paid less for a hockey stick	14	39
sgp	71-80	(-0.0142,0.00538]	1	M062183	0.7400681044267877	0.7379807692307693	0.7419354838709677	Geometry	Applying	Location and Movement	Free Response	123	0.003954714640198476	Draw the reflection of shaded object over the line	12	40
sgp	71-80	(0.00538,0.0249]	1	M052072	0.7889908256880734	0.7839080459770115	0.7940503432494279	Algebra	Knowing	Expressions and Operations	Multiple Choice	96	0.010142297272416445	Expression with exponents of y	11	41
sgp	71-80	(0.00538,0.0249]	1	M042271	0.7559863169897377	0.7505827505827506	0.7611607142857143	Geometry	Applying	Geometric Shapes	Multiple Choice	115	0.01057796370296371	How many cubes were left	9	42
sgp	71-80	(0.00538,0.0249]	1	M062095	0.7665903890160183	0.7587719298245614	0.7751196172248804	Algebra	Applying	Equations and Inequalities	Multiple Choice	110	0.016347687400319	Equation for Bruno's monthly cell phone cost	10	43
sgp	71-80	(0.00538,0.0249]	1	M052083	0.7534403669724771	0.7448275862068966	0.7620137299771167	Geometry	Applying	Geometric Measurement	Multiple Choice	117	0.017186143770220097	Surface area of the prism	8	44
sgp	71-80	(0.00538,0.0249]	1	M062230	0.7254004576659039	0.7171052631578947	0.7344497607655502	Algebra	Knowing	Expressions and Operations	Multiple Choice	132	0.01734449760765555	Identify expression equivalent to (3x+6)/9x	7	45
sgp	71-80	(0.00538,0.0249]	1	M052035	0.7154285714285714	0.7024390243902439	0.7268817204301076	Number	Knowing	Fractions, Decimals, and Integers	Free Response	135	0.02444269603986371	Compare size of decimal numbers	6	46
sgp	71-80	(0.0249,0.0445]	1	M062120	0.7399770904925544	0.7272727272727273	0.7528868360277137	Data and Chance	Knowing	Chance	Multiple Choice	124	0.025614108754986376	Umut picks marbles without replacement	5	47
sgp	71-80	(0.0249,0.0445]	1	M052422A	0.7793103448275862	0.7632850241545893	0.793859649122807	Data and Chance	Applying	Chance	Multiple Choice	100	0.030574624968217723	Blue color on the spinners	7	48
sgp	71-80	(0.0249,0.0445]	1	M052021	0.7666666666666667	0.7439613526570048	0.7872807017543859	Number	Reasoning	Whole Numbers	Free Response	109	0.04331934909738111	Complete TV game show table	6	49
sgp	71-80	(0.0445,0.0641]	1	M062284	0.7054085155350979	0.6791044776119403	0.728051391862955	Geometry	Knowing	Geometric Shapes	Multiple Choice	140	0.04894691425101472	Choose the pair of congruent quadrilaterals	3	50
sgp	71-80	(0.0837,0.103]	1	M052057	0.7874285714285715	0.7365853658536585	0.832258064516129	Geometry	Reasoning	Geometric Shapes	Multiple Choice	97	0.09567269866247052	Figure that can be folded as box	2	51
sgp	71-80	(0.0837,0.103]	1	M042252	0.7522935779816514	0.6987951807228916	0.8008752735229759	Data and Chance	Applying	Data Interpretation	Multiple Choice	118	0.10208009280008434	Speed time graph	1	52
sgp	81-90	(-0.0925,-0.0729]	1	M062149	0.8091954022988506	0.8548387096774194	0.7637614678899083	Algebra	Applying	Expressions and Operations	Multiple Choice	87	-0.09107724178751109	Identify expression to calculate Robin's earnings	9	1
sgp	81-90	(-0.0925,-0.0729]	1	M062123A	0.8793103448275862	0.9193548387096774	0.8394495412844036	Data and Chance	Knowing	Characteristics of Data Sets	Multiple Choice	33	-0.07990529742527375	Relay race - mean time of runners	13	2
sgp	81-90	(-0.0925,-0.0729]	1	M052024	0.8176605504587156	0.8574712643678161	0.7780320366132724	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	80	-0.0794392277545437	Octagon with equivalent shading	11	3
sgp	81-90	(-0.0925,-0.0729]	1	M052418A	0.8153669724770642	0.8551724137931035	0.7757437070938215	Data and Chance	Applying	Data Interpretation	Multiple Choice	81	-0.07942870669928204	Liv's smartphone use	10	4
sgp	81-90	(-0.0925,-0.0729]	1	M062111B	0.8603859250851306	0.9014423076923077	0.8236559139784946	Number	Applying	Ratio, Proportion and Percent	Free Response	52	-0.07778639371381313	Flowers Maria sold - total number	12	5
sgp	81-90	(-0.0729,-0.0533]	1	M042202	0.8449258836944128	0.8811188811188811	0.8102678571428571	Algebra	Applying	Equations and Inequalities	Multiple Choice	63	-0.07085102397602405	Formula for K the cost of trip	26	6
sgp	81-90	(-0.0729,-0.0533]	1	M062171	0.8192219679633868	0.8530701754385965	0.7822966507177034	Geometry	Knowing	Location and Movement	Multiple Choice	79	-0.07077352472089316	Shaded square reflected over the line XY	24	7
sgp	81-90	(-0.0729,-0.0533]	1	M062208	0.8047673098751419	0.8413461538461539	0.7720430107526882	Number	Knowing	Whole Numbers	Free Response	89	-0.06930314309346564	T or F for n (DERIVED)	23	8
sgp	81-90	(-0.0729,-0.0533]	1	M052063	0.8761467889908257	0.9080459770114943	0.8443935926773455	Algebra	Applying	Expressions and Operations	Multiple Choice	38	-0.06365238433414877	Expression for area of rectangle	30	9
sgp	81-90	(-0.0729,-0.0533]	1	M052073	0.8689655172413793	0.9011764705882352	0.8382022471910112	Algebra	Knowing	Expressions and Operations	Multiple Choice	47	-0.06297422339722403	Value of fractional expression	28	10
sgp	81-90	(-0.0729,-0.0533]	1	M052064	0.8902857142857142	0.9219512195121952	0.8623655913978494	Algebra	Knowing	Expressions and Operations	Multiple Choice	30	-0.05958562811434576	Value of the given expression	32	11
