country	correct_ratio_per_question_range	gender_bins	international_rank	question	correct_ratio_per_question	correct_ratio_per_question_female	correct_ratio_per_question_male	content_domain	cognitive_domain	topic_area	question_type	question_rank	diff_male_female	label	gender_bins_order	correct_ratio_per_question_range_order
rus	51-60	(0.0249,0.0445]	6	M052422A	0.568685376661743	0.546875	0.5882352941176471	Data and Chance	Applying	Chance	Multiple Choice	104	0.04136029411764708	Blue color on the spinners	13	31
rus	51-60	(0.0445,0.0641]	6	M062132B	0.5115942028985507	0.48773006134969327	0.532967032967033	Data and Chance	Applying	Chance	Multiple Choice	126	0.045236971617339694	Mobile phone factory - expected vs. actual faulty	15	32
rus	51-60	(0.0445,0.0641]	6	M062271	0.5624082232011748	0.5386904761904762	0.5855072463768116	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	107	0.046816770186335455	Randy's blue balloons	16	33
rus	51-60	(0.0445,0.0641]	6	M052035	0.5950292397660819	0.56797583081571	0.6203966005665722	Number	Knowing	Fractions, Decimals, and Integers	Free Response	92	0.052420769750862184	Compare size of decimal numbers	18	34
rus	51-60	(0.0445,0.0641]	6	M062174	0.5855072463768116	0.5552147239263804	0.6126373626373627	Geometry	Applying	Geometric Shapes	Multiple Choice	98	0.0574226387109823	Find angle x given rectangle ABCD with diagonal	17	35
rus	51-60	(0.0641,0.0837]	6	M052024	0.5605839416058395	0.528023598820059	0.5924855491329479	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	108	0.06446195031288893	Octagon with equivalent shading	8	36
rus	51-60	(0.0641,0.0837]	6	M062170	0.5824817518248175	0.5488505747126436	0.6172106824925816	Geometry	Reasoning	Geometric Shapes	Free Response	100	0.06836010777993795	Fill in table for number of faces coated with paint	9	37
rus	51-60	(0.0641,0.0837]	6	M052078	0.5087463556851312	0.47096774193548385	0.5398936170212766	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	127	0.06892587508579273	Percentage of money John saves	5	38
rus	51-60	(0.0641,0.0837]	6	M062214	0.5343065693430656	0.5	0.56973293768546	Number	Applying	Fractions, Decimals, and Integers	Free Response	115	0.06973293768545996	Ahmed buys ice cream and a book	7	39
rus	51-60	(0.0641,0.0837]	6	M052016	0.5219298245614035	0.48338368580060426	0.5580736543909348	Number	Applying	Ratio, Proportion and Percent	Free Response	120	0.07468996859033056	Milk needed in cake recipe	6	40
rus	51-60	(0.0641,0.0837]	6	M062300	0.5927536231884057	0.549079754601227	0.6318681318681318	Geometry	Reasoning	Geometric Measurement	Free Response	95	0.0827883772669048	Draw a rectangle given area and perimeter	10	41
rus	51-60	(0.0837,0.103]	6	M052034	0.5189504373177842	0.46774193548387094	0.5611702127659575	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	122	0.09342827728208652	Fraction wanting to go on a trip	6	42
rus	51-60	(0.0837,0.103]	6	M062153	0.5941605839416059	0.5440251572327044	0.6376021798365122	Number	Applying	Fractions, Decimals, and Integers	Multiple Choice	94	0.09357702260380785	Peter, Mark, and Sarah share zeds	7	43
rus	51-60	(0.0837,0.103]	6	M062215	0.5976505139500734	0.5476190476190477	0.6463768115942029	Number	Applying	Ratio, Proportion and Percent	Free Response	91	0.09875776397515523	Fill in new price/discount in bicycle sale table	8	44
rus	51-60	(0.182,0.201]	6	M052021	0.5036927621861153	0.40625	0.5910364145658263	Number	Reasoning	Whole Numbers	Free Response	131	0.18478641456582634	Complete TV game show table	1	45
rus	61-70	(-0.0729,-0.0533]	6	M042229Z	0.6299559471365639	0.6676829268292683	0.5949008498583569	Algebra	Applying	Equations and Inequalities	Free Response	76	-0.07278207697091144	Write an equation to find x (DERIVED)	7	1
rus	61-70	(-0.0729,-0.0533]	6	M042159	0.6954612005856515	0.7319277108433735	0.6609686609686609	Data and Chance	Applying	Data Interpretation	Free Response	53	-0.07095904987471258	Complete the bar chart	9	2
rus	61-70	(-0.0729,-0.0533]	6	M042203	0.6666666666666666	0.7012195121951219	0.6345609065155807	Geometry	Applying	Geometric Shapes	Multiple Choice	62	-0.06665860567954118	What is the value of x	8	3
rus	61-70	(-0.0533,-0.0338]	6	M062001	0.6963503649635037	0.7212643678160919	0.6706231454005934	Number	Knowing	Whole Numbers	Multiple Choice	52	-0.05064122241549851	276 x 85 is equal to	17	4
rus	61-70	(-0.0533,-0.0338]	6	M062149	0.6356932153392331	0.6571428571428571	0.6170798898071626	Algebra	Applying	Expressions and Operations	Multiple Choice	73	-0.04006296733569459	Identify expression to calculate Robin's earnings	15	5
rus	61-70	(-0.0533,-0.0338]	6	M062030	0.657856093979442	0.6755952380952381	0.6405797101449275	Algebra	Applying	Relationships and Functions	Free Response	66	-0.0350155279503106	Find cost of taxi ride with table	16	6
rus	61-70	(-0.0338,-0.0142]	6	M062076	0.657856093979442	0.6726190476190477	0.6434782608695652	Algebra	Applying	Expressions and Operations	Multiple Choice	65	-0.029140786749482506	Room divided into classroom M and laboratory L	16	7
rus	61-70	(-0.0338,-0.0142]	6	M052064	0.6769005847953217	0.6918429003021148	0.6628895184135978	Algebra	Knowing	Expressions and Operations	Multiple Choice	59	-0.028953381888517038	Value of the given expression	18	8
rus	61-70	(-0.0338,-0.0142]	6	M052418B	0.6116788321167883	0.6253687315634219	0.5982658959537572	Data and Chance	Applying	Data Interpretation	Multiple Choice	86	-0.027102835609664644	Smartphone use listening to music	15	9
rus	61-70	(-0.0338,-0.0142]	6	M052073	0.6705539358600583	0.6838709677419355	0.6595744680851063	Algebra	Knowing	Expressions and Operations	Multiple Choice	60	-0.024296499656829118	Value of fractional expression	17	10
rus	61-70	(-0.0338,-0.0142]	6	M042076	0.6105417276720352	0.6204819277108434	0.6011396011396012	Algebra	Knowing	Expressions and Operations	Multiple Choice	87	-0.01934232657124224	Expression for one-fifth of x	14	11
rus	61-70	(-0.0338,-0.0142]	6	M052407	0.6967930029154519	0.7064516129032258	0.6888297872340425	Geometry	Applying	Geometric Shapes	Multiple Choice	51	-0.017621825669183244	What is the value of angle a	19	12
rus	61-70	(-0.0142,0.00538]	6	M042243	0.6284875183553598	0.6341463414634146	0.623229461756374	Algebra	Knowing	Expressions and Operations	Multiple Choice	78	-0.010916879707040694	Which equation is satisfied	16	13
rus	61-70	(-0.0142,0.00538]	6	M062244	0.6289855072463768	0.6319018404907976	0.6263736263736264	Geometry	Applying	Location and Movement	Free Response	77	-0.005528214117171193	Find coordinates of midpoint of line AB	17	14
rus	61-70	(-0.0142,0.00538]	6	M052057	0.6812865497076024	0.6827794561933535	0.6798866855524079	Geometry	Reasoning	Geometric Shapes	Multiple Choice	56	-0.002892770640945508	Figure that can be folded as box	20	15
rus	61-70	(-0.0142,0.00538]	6	M042151	0.6598540145985401	0.6605504587155964	0.659217877094972	Geometry	Applying	Geometric Shapes	Free Response	63	-0.001332581620624329	Shape with AB as line of symmetry	19	16
rus	61-70	(-0.0142,0.00538]	6	M062123A	0.6371681415929203	0.6349206349206349	0.6391184573002755	Data and Chance	Knowing	Characteristics of Data Sets	Multiple Choice	71	0.0041978223796406144	Relay race - mean time of runners	18	17
rus	61-70	(0.00538,0.0249]	6	M062250A	0.6335766423357664	0.6293103448275862	0.6379821958456974	Geometry	Applying	Geometric Measurement	Free Response	74	0.008671851018111187	Julia's hexagon box - decorated strip	17	18
rus	61-70	(0.00538,0.0249]	6	M042109	0.6583941605839416	0.6513761467889908	0.664804469273743	Algebra	Applying	Equations and Inequalities	Multiple Choice	64	0.013428322484752231	Formula for distance traveled	19	19
rus	61-70	(0.00538,0.0249]	6	M052082	0.6364963503649635	0.6253687315634219	0.6473988439306358	Geometry	Applying	Geometric Shapes	Multiple Choice	72	0.022030112367213972	Value of angle x outside triangle	18	20
rus	61-70	(0.00538,0.0249]	6	M052044	0.6159527326440177	0.603125	0.6274509803921569	Geometry	Reasoning	Location and Movement	Multiple Choice	83	0.024325980392156832	Point equidistant from P and Q	16	21
rus	61-70	(0.0249,0.0445]	6	M042224	0.6798825256975036	0.6646341463414634	0.6940509915014165	Data and Chance	Knowing	Data Interpretation	Free Response	57	0.02941684515995302	Estimate the temperature	22	22
rus	61-70	(0.0249,0.0445]	6	M042271	0.6178623718887262	0.5993975903614458	0.6353276353276354	Geometry	Applying	Geometric Shapes	Multiple Choice	82	0.03593004496618957	How many cubes were left	17	23
rus	61-70	(0.0249,0.0445]	6	M052131	0.6514032496307238	0.63125	0.6694677871148459	Algebra	Applying	Equations and Inequalities	Multiple Choice	67	0.038217787114845914	Step in solving the equation	19	24
rus	61-70	(0.0249,0.0445]	6	M062111A	0.6437956204379562	0.6226415094339622	0.662125340599455	Number	Applying	Ratio, Proportion and Percent	Free Response	70	0.03948383116549281	Flowers Maria sold - percent tulips	18	25
rus	61-70	(0.0249,0.0445]	6	M052417	0.6096491228070176	0.5891238670694864	0.6288951841359773	Geometry	Applying	Geometric Shapes	Free Response	88	0.03977131706649095	Value of angle x in figure	15	26
rus	61-70	(0.0249,0.0445]	6	M052121A	0.6691285081240768	0.646875	0.6890756302521008	Algebra	Reasoning	Relationships and Functions	Multiple Choice	61	0.04220063025210086	Area of the 5th square	20	27
rus	61-70	(0.0249,0.0445]	6	M062095	0.6138032305433186	0.5922619047619048	0.6347826086956522	Algebra	Applying	Equations and Inequalities	Multiple Choice	84	0.042520703933747406	Equation for Bruno's monthly cell phone cost	16	28
rus	61-70	(0.0249,0.0445]	6	M042183	0.6784140969162996	0.6554878048780488	0.6997167138810199	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	58	0.04422890900297105	Find the number	21	29
rus	61-70	(0.0445,0.0641]	6	M052039	0.6133333333333333	0.5871559633027523	0.6379310344827587	Geometry	Applying	Geometric Shapes	Free Response	85	0.05077507118000635	Length of line segment AB	19	30
rus	61-70	(0.0445,0.0641]	6	M042202	0.6866764275256223	0.6596385542168675	0.7122507122507122	Algebra	Applying	Equations and Inequalities	Multiple Choice	54	0.05261215803384478	Formula for K the cost of trip	21	31
rus	61-70	(0.0445,0.0641]	6	M052174A	0.6282798833819242	0.5935483870967742	0.6569148936170213	Number	Applying	Whole Numbers	Free Response	79	0.06336650652024711	How many kilocalories used	20	32
rus	61-70	(0.0445,0.0641]	6	M042182	0.698389458272328	0.6656626506024096	0.7293447293447294	Number	Applying	Fractions, Decimals, and Integers	Multiple Choice	50	0.06368207874231979	How far did john jump	22	33
rus	61-70	(0.0641,0.0837]	6	M052079	0.6503703703703704	0.6146788990825688	0.6839080459770115	Number	Applying	Ratio, Proportion and Percent	Multiple Choice	68	0.0692291468944427	Length of shorter string piece	12	34
rus	61-70	(0.0641,0.0837]	6	M042196	0.618978102189781	0.581039755351682	0.6536312849162011	Data and Chance	Knowing	Data Interpretation	Multiple Choice	81	0.0725915295645192	Speed on the speedometer	11	35
rus	61-70	(0.0641,0.0837]	6	M062154	0.6832116788321168	0.646551724137931	0.7210682492581603	Number	Applying	Ratio, Proportion and Percent	Free Response	55	0.07451652512022922	Number of eggs Minji needs to bake cookies	13	36
rus	61-70	(0.0837,0.103]	6	M062150	0.6327433628318584	0.5841269841269842	0.6749311294765841	Number	Knowing	Fractions, Decimals, and Integers	Free Response	75	0.09080414534959991	Difference between low temperature in City X and Y	10	37
rus	61-70	(0.0837,0.103]	6	M052410	0.6198830409356725	0.5709969788519638	0.6657223796033994	Data and Chance	Applying	Data Interpretation	Multiple Choice	80	0.09472540075143565	Students that chose History	9	38
rus	61-70	(0.142,0.162]	6	M042114B	0.6452554744525547	0.5657492354740061	0.7178770949720671	Number	Applying	Ratio, Proportion and Percent	Free Response	69	0.15212785949806096	Number of papers in a 28mm stack	1	39
rus	71-80	(-0.0925,-0.0729]	6	M052229	0.7094890510948905	0.7522123893805309	0.6676300578034682	Number	Knowing	Fractions, Decimals, and Integers	Free Response	45	-0.08458233157706274	Convert decimal to a fraction.	3	1
rus	71-80	(-0.0925,-0.0729]	6	M042234	0.7136563876651982	0.7530487804878049	0.6770538243626062	Algebra	Knowing	Equations and Inequalities	Multiple Choice	42	-0.07599495612519869	What is the value of x	4	2
rus	71-80	(-0.0925,-0.0729]	6	M042120	0.7577092511013216	0.7957317073170732	0.7223796033994334	Geometry	Knowing	Geometric Shapes	Multiple Choice	23	-0.0733521039176398	Statement about Lines L and M	5	3
rus	71-80	(-0.0729,-0.0533]	6	M052066	0.7543859649122807	0.7915407854984894	0.7195467422096318	Algebra	Applying	Equations and Inequalities	Multiple Choice	25	-0.07199404328885761	Formula for the new rectangle	11	4
rus	71-80	(-0.0729,-0.0533]	6	M052063	0.7065693430656934	0.7345132743362832	0.6791907514450867	Algebra	Applying	Expressions and Operations	Multiple Choice	47	-0.055322522891196546	Expression for area of rectangle	10	5
rus	71-80	(-0.0533,-0.0338]	6	M052103	0.7456140350877193	0.7673716012084593	0.7252124645892352	Algebra	Knowing	Expressions and Operations	Multiple Choice	29	-0.0421591366192241	Value of y when x = 25	20	6
rus	71-80	(-0.0533,-0.0338]	6	M052072	0.743065693430657	0.7640117994100295	0.7225433526011561	Algebra	Knowing	Expressions and Operations	Multiple Choice	32	-0.041468446808873405	Expression with exponents of y	19	7
rus	71-80	(-0.0533,-0.0338]	6	M052125	0.7328467153284671	0.7522123893805309	0.7138728323699421	Number	Reasoning	Whole Numbers	Multiple Choice	35	-0.038339557010588776	Multiples of 3	18	8
rus	71-80	(-0.0338,-0.0142]	6	M062067	0.7635036496350365	0.7758620689655172	0.7507418397626113	Algebra	Knowing	Equations and Inequalities	Multiple Choice	21	-0.025120229202905908	Find value of x when y=5	23	9
rus	71-80	(-0.0338,-0.0142]	6	M042158	0.7226277372262774	0.7339449541284404	0.7122905027932961	Data and Chance	Knowing	Data Interpretation	Multiple Choice	41	-0.02165445133514432	Difference in high and low temp	20	10
rus	71-80	(-0.0338,-0.0142]	6	M042240	0.7642752562225475	0.7740963855421686	0.7549857549857549	Algebra	Applying	Expressions and Operations	Multiple Choice	20	-0.01911063055641371	Value of x and y	24	11
rus	71-80	(-0.0338,-0.0142]	6	M042100	0.7554904831625183	0.7650602409638554	0.7464387464387464	Algebra	Knowing	Expressions and Operations	Multiple Choice	24	-0.018621494525108973	Pair of numbers that satisfy eqn	22	12
rus	71-80	(-0.0338,-0.0142]	6	M062164	0.7275362318840579	0.7361963190184049	0.7197802197802198	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	37	-0.0164160992381851	Number to add to 2/5 to get 0.42	21	13
rus	71-80	(-0.0142,0.00538]	6	M062005	0.7130434782608696	0.7177914110429447	0.7087912087912088	Number	Knowing	Whole Numbers	Multiple Choice	43	-0.009000202251735923	832 divided by 16 is equal to	21	14
rus	71-80	(-0.0142,0.00538]	6	M052209	0.7485380116959064	0.7492447129909365	0.7478753541076487	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	28	-0.001369358883287819	Decimal closest in size to 3/4.	23	15
rus	71-80	(-0.0142,0.00538]	6	M042049	0.7408491947291361	0.7409638554216867	0.7407407407407407	Algebra	Knowing	Expressions and Operations	Multiple Choice	33	-2.2311468094604603e-4	What is value of 3x+3y	22	16
rus	71-80	(-0.0142,0.00538]	6	M052161	0.7532846715328467	0.7522123893805309	0.7543352601156069	Data and Chance	Applying	Chance	Multiple Choice	27	0.002122870735075999	Number of balls in a bag	24	17
rus	71-80	(0.00538,0.0249]	6	M042052	0.7598828696925329	0.7560240963855421	0.7635327635327636	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	22	0.007508667147221426	Ratio equivalent to 1:4	23	18
rus	71-80	(0.00538,0.0249]	6	M042060	0.7019089574155654	0.6951219512195121	0.7082152974504249	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	49	0.013093346230912739	Fraction by which price reduced by	20	19
rus	71-80	(0.00538,0.0249]	6	M042255	0.7327459618208517	0.725609756097561	0.7393767705382436	Data and Chance	Applying	Data Interpretation	Multiple Choice	36	0.013767014440682623	Representing data on a pie chart	22	20
rus	71-80	(0.00538,0.0249]	6	M052017	0.7887740029542097	0.78125	0.7955182072829131	Number	Knowing	Whole Numbers	Multiple Choice	16	0.014268207282913115	Equivalent numeric expression	25	21
rus	71-80	(0.00538,0.0249]	6	M052502	0.7244897959183674	0.7161290322580646	0.7313829787234043	Data and Chance	Applying	Data Interpretation	Free Response	39	0.01525394646533973	Store with lowest price per pair	21	22
rus	71-80	(0.00538,0.0249]	6	M062208	0.7766423357664234	0.7641509433962265	0.7874659400544959	Number	Knowing	Whole Numbers	Free Response	17	0.023314996658269416	T or F for n (DERIVED)	24	23
rus	71-80	(0.0249,0.0445]	6	M062284	0.7701317715959004	0.7522658610271903	0.7869318181818182	Geometry	Knowing	Geometric Shapes	Multiple Choice	19	0.03466595715462795	Choose the pair of congruent quadrilaterals	23	24
rus	71-80	(0.0445,0.0641]	6	M052364	0.794074074074074	0.7706422018348624	0.8160919540229885	Number	Applying	Whole Numbers	Free Response	15	0.04544975218812608	Answer to Robert's problem	27	25
rus	71-80	(0.0445,0.0641]	6	M062223	0.744927536231884	0.7147239263803681	0.771978021978022	Algebra	Applying	Expressions and Operations	Multiple Choice	30	0.05725409559765393	Expression for perimeter of a pentagon	25	26
rus	71-80	(0.0445,0.0641]	6	M062335	0.7404129793510325	0.707936507936508	0.768595041322314	Number	Knowing	Ratio, Proportion and Percent	Multiple Choice	34	0.06065853338580607	Select equivalent ratio to 3:2	24	27
rus	71-80	(0.0445,0.0641]	6	M062242	0.708029197080292	0.6781609195402298	0.7388724035608308	Algebra	Reasoning	Relationships and Functions	Multiple Choice	46	0.060711484020601	Relationship a graph of a line in words	23	28
rus	71-80	(0.0445,0.0641]	6	M052134	0.7536443148688047	0.7193548387096774	0.7819148936170213	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	26	0.06256005490734384	How much hotter is city A than B	26	29
rus	71-80	(0.0641,0.0837]	6	M042302A	0.705710102489019	0.6716867469879518	0.7378917378917379	Number	Applying	Whole Numbers	Free Response	48	0.06620499090378607	Cost of phone for 1 year	14	30
rus	71-80	(0.0641,0.0837]	6	M052419A	0.7244444444444444	0.6819571865443425	0.764367816091954	Data and Chance	Knowing	Data Interpretation	Multiple Choice	40	0.08241062954761158	Girls playing video games	15	31
rus	71-80	(0.0837,0.103]	6	M062142	0.7130434782608696	0.6656441717791411	0.7554945054945055	Number	Applying	Ratio, Proportion and Percent	Free Response	44	0.08985033371536433	Shade 40% of the rectangle	11	32
rus	71-80	(0.103,0.123]	6	M042194	0.7766423357664234	0.7217125382262997	0.8268156424581006	Number	Knowing	Ratio, Proportion and Percent	Free Response	18	0.10510310423180091	Present of games the team lose	5	33
rus	71-80	(0.103,0.123]	6	M062132A	0.7434782608695653	0.6809815950920245	0.7994505494505495	Data and Chance	Knowing	Chance	Free Response	31	0.118468954358525	Mobile phone factory - number faulty in a batch	4	34
rus	71-80	(0.142,0.162]	6	M042114A	0.727007299270073	0.6513761467889908	0.7960893854748603	Number	Knowing	Ratio, Proportion and Percent	Free Response	38	0.1447132386858695	Complete the table	2	35
rus	81-90	(-0.0533,-0.0338]	6	M052067	0.8311111111111111	0.8562691131498471	0.8074712643678161	Algebra	Knowing	Expressions and Operations	Multiple Choice	10	-0.04879784878203097	Value of given expression	22	1
rus	81-90	(-0.0533,-0.0338]	6	M062194	0.8120411160058737	0.8303571428571429	0.7942028985507247	Geometry	Reasoning	Geometric Measurement	Multiple Choice	14	-0.036154244306418226	Number of cubes in solid figure	21	2
rus	81-90	(-0.0338,-0.0142]	6	M042015	0.8700729927007299	0.8868501529051988	0.8547486033519553	Number	Knowing	Whole Numbers	Multiple Choice	4	-0.0321015495532434	What is the value of cube of 3	26	3
rus	81-90	(-0.0338,-0.0142]	6	M052413	0.8177842565597667	0.8290322580645161	0.8085106382978723	Number	Knowing	Fractions, Decimals, and Integers	Multiple Choice	12	-0.020521619766643795	Solve given numeric expression	25	4
rus	81-90	(-0.0142,0.00538]	6	M062208D	0.8861313868613139	0.8930817610062893	0.8801089918256131	Number	Knowing	Whole Numbers	Multiple Choice	3	-0.012972769180676247	T or F for n - division	29	5
rus	81-90	(-0.0142,0.00538]	6	M042261	0.8189781021897811	0.8256880733944955	0.8128491620111732	Data and Chance	Knowing	Chance	Multiple Choice	11	-0.012838911383322271	How likely it will rain	26	6
rus	81-90	(-0.0142,0.00538]	6	M052505	0.8463810930576071	0.853125	0.8403361344537815	Data and Chance	Knowing	Data Interpretation	Multiple Choice	8	-0.012788865546218497	Pizzas sold by a shop	28	7
rus	81-90	(-0.0142,0.00538]	6	M052058A	0.8145985401459854	0.8200589970501475	0.8092485549132948	Number	Applying	Whole Numbers	Free Response	13	-0.010810442136852672	Time when Pat finishes last lap	25	8
rus	81-90	(-0.0142,0.00538]	6	M052426	0.8381924198250729	0.8387096774193549	0.8377659574468085	Data and Chance	Knowing	Data Interpretation	Multiple Choice	9	-9.437199725463863e-4	Number of goals of 4 soccer teams	27	9
rus	81-90	(0.00538,0.0249]	6	M052419B	0.8622222222222222	0.8593272171253823	0.8649425287356322	Data and Chance	Knowing	Data Interpretation	Multiple Choice	6	0.005615311610249862	Difference in percentages	26	10
rus	81-90	(0.00538,0.0249]	6	M062208C	0.8627737226277372	0.8553459119496856	0.8692098092643051	Number	Knowing	Whole Numbers	Multiple Choice	5	0.013863897314619567	T or F for n - multiplication	27	11
rus	81-90	(0.0445,0.0641]	6	M062208B	0.8554744525547445	0.8270440251572327	0.8801089918256131	Number	Knowing	Whole Numbers	Multiple Choice	7	0.05306496666838034	T or F for n - subtraction	28	12
rus	91-100	(-0.0338,-0.0142]	6	M062329	0.9370424597364568	0.945619335347432	0.9289772727272727	Number	Knowing	Whole Numbers	Multiple Choice	1	-0.016642062620159326	Two million, fifty thousand, three hundred seven	27	1
rus	91-100	(0.0249,0.0445]	6	M062208A	0.9211678832116789	0.9056603773584906	0.9346049046321526	Number	Knowing	Whole Numbers	Multiple Choice	2	0.028944527273662035	T or F for n - addition	24	2
rus	0-10	(0.0249,0.0445]	6	M052117	0.052478134110787174	0.03870967741935484	0.06382978723404255	Data and Chance	Applying	Data Interpretation	Free Response	215	0.025120109814687708	Is Jesse's bar graph correct	1	1
rus	11-20	(-0.0925,-0.0729]	6	M052146B	0.15766423357664233	0.20058997050147492	0.11560693641618497	Algebra	Reasoning	Relationships and Functions	Free Response	210	-0.08498303408528995	Rule for number of matches	1	1
rus	11-20	(-0.0729,-0.0533]	6	M062287	0.10980966325036604	0.13897280966767372	0.08238636363636363	Geometry	Reasoning	Geometric Measurement	Free Response	213	-0.05658644603131009	Shaded areas with overlapping congruent triangles	1	2
rus	11-20	(-0.0142,0.00538]	6	M052121B	0.1255539143279173	0.13125	0.12044817927170869	Algebra	Reasoning	Relationships and Functions	Free Response	212	-0.01080182072829132	Area of the nth square	1	3
rus	11-20	(-0.0142,0.00538]	6	M062254	0.12608695652173912	0.12883435582822086	0.12362637362637363	Data and Chance	Reasoning	Characteristics of Data Sets	Free Response	211	-0.005207982201847233	Characteristics of test scores from dot plots	2	4
rus	11-20	(0.0249,0.0445]	6	M062301	0.1762114537444934	0.16071428571428573	0.19130434782608696	Geometry	Reasoning	Geometric Shapes	Free Response	209	0.030590062111801236	Sculpture from solid cube - number of faces	2	5
rus	11-20	(0.0445,0.0641]	6	M052105	0.10495626822157435	0.07741935483870968	0.1276595744680851	Algebra	Applying	Relationships and Functions	Free Response	214	0.050240219629375416	Which slope has a greater value	1	6
kaz	21-30	(-0.0925,-0.0729]	7	M042264	0.251453488372093	0.2881844380403458	0.21407624633431085	Geometry	Reasoning	Geometric Shapes	Free Response	208	-0.07410819170603497	Conditions for similar triangles	1	1
kaz	21-30	(-0.0729,-0.0533]	7	M052094	0.2600574712643678	0.29545454545454547	0.2238372093023256	Number	Reasoning	Fractions, Decimals, and Integers	Free Response	204	-0.07161733615221988	Who spent more for shoes	3	2
kaz	21-30	(-0.0533,-0.0338]	7	M052046	0.28796561604584525	0.3128654970760234	0.2640449438202247	Geometry	Reasoning	Location and Movement	Multiple Choice	200	-0.048820553255798704	Rotation and reflection	2	3
kaz	21-30	(-0.0533,-0.0338]	7	M052501	0.26961483594864477	0.2904191616766467	0.2506811989100817	Data and Chance	Reasoning	Data Interpretation	Free Response	203	-0.039737962766564994	Sports survey bar graph mistake	1	4
kaz	21-30	(-0.0338,-0.0142]	7	M042302C	0.2563739376770538	0.26744186046511625	0.24585635359116023	Number	Reasoning	Whole Numbers	Free Response	206	-0.021585506873956023	Which plan is less expensive	2	5
kaz	21-30	(-0.0338,-0.0142]	7	M042074B	0.2268188302425107	0.23661971830985915	0.21676300578034682	Algebra	Reasoning	Relationships and Functions	Free Response	211	-0.01985671252951232	Procedure for finding the number	1	6
kaz	21-30	(-0.0338,-0.0142]	7	M052174B	0.2744252873563218	0.2848297213622291	0.26541554959785524	Number	Applying	Whole Numbers	Free Response	202	-0.019414171764373878	How many minutes of soccer played	3	7
kaz	21-30	(-0.0142,0.00538]	7	M042074C	0.28815977175463625	0.29295774647887324	0.2832369942196532	Algebra	Reasoning	Relationships and Functions	Free Response	199	-0.009720752259220033	Rule for finding number of circles	2	8
kaz	21-30	(-0.0142,0.00538]	7	M052146B	0.22636103151862463	0.2309941520467836	0.22191011235955055	Algebra	Reasoning	Relationships and Functions	Free Response	212	-0.009084039687233064	Rule for number of matches	1	9
kaz	21-30	(0.00538,0.0249]	7	M052058B	0.28939828080229224	0.28654970760233917	0.29213483146067415	Number	Applying	Ratio, Proportion and Percent	Free Response	197	0.005585123858334984	Percentage of laps finished	2	10
kaz	21-30	(0.00538,0.0249]	7	M052121B	0.2442528735632184	0.23863636363636365	0.25	Algebra	Reasoning	Relationships and Functions	Free Response	209	0.011363636363636354	Area of the nth square	1	11
kaz	21-30	(0.0249,0.0445]	7	M052048	0.25755395683453236	0.2434017595307918	0.2711864406779661	Geometry	Applying	Geometric Shapes	Free Response	205	0.027784681147174306	Lines of symmetry for pentagon	3	12
kaz	21-30	(0.0249,0.0445]	7	M062296	0.2543103448275862	0.2401129943502825	0.26900584795321636	Data and Chance	Reasoning	Chance	Free Response	207	0.028892853602933866	Draw a spinner given chance of outcomes	2	13
kaz	21-30	(0.0249,0.0445]	7	M042167	0.28611898016997167	0.2703488372093023	0.3011049723756906	Data and Chance	Reasoning	Characteristics of Data Sets	Free Response	201	0.03075613516638831	Overall average of 9 for Ahmed	4	14
kaz	21-30	(0.0249,0.0445]	7	M062344	0.28879310344827586	0.2711864406779661	0.30701754385964913	Data and Chance	Applying	Characteristics of Data Sets	Free Response	198	0.03583110318168303	Total bowls to raise average to 15	5	15
kaz	21-30	(0.0249,0.0445]	7	M062301	0.2413793103448276	0.2231638418079096	0.260233918128655	Geometry	Reasoning	Geometric Shapes	Free Response	210	0.03707007632074538	Sculpture from solid cube - number of faces	1	16
kaz	31-40	(-0.0729,-0.0533]	7	M052126	0.3437945791726106	0.37425149700598803	0.31607629427792916	Algebra	Applying	Expressions and Operations	Free Response	188	-0.05817520272805887	Expression for the shaded area	4	1
kaz	31-40	(-0.0533,-0.0338]	7	M062261	0.34626436781609193	0.37237237237237236	0.32231404958677684	Geometry	Reasoning	Geometric Shapes	Multiple Choice	187	-0.05005832278559552	Find side x with 2 similar triangles	5	2
kaz	31-40	(-0.0533,-0.0338]	7	M052217	0.34195402298850575	0.3664772727272727	0.3168604651162791	Number	Reasoning	Ratio, Proportion and Percent	Free Response	190	-0.04961680761099363	Who paid less for a hockey stick	4	3
kaz	31-40	(-0.0533,-0.0338]	7	M052117	0.3031609195402299	0.32507739938080493	0.28418230563002683	Data and Chance	Applying	Data Interpretation	Free Response	196	-0.0408950937507781	Is Jesse's bar graph correct	3	4
